travel_id,employee_id,travel_date,travel_type,vehicle_type,distance,activity_unit,purpose,origin_state,destination_state
1529,E1078,2025-10-18,Employee Commuting,Passenger Car,24.9,vehicle-mile,Commute,Texas,Texas
3529,E1008,2025-10-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",947.6,passenger-mile,Client Meeting,New York,Massachusetts
4577,E1095,2025-10-18,Employee Commuting,Bus,22.3,passenger-mile,Commute,Florida,Florida
841,E1056,2025-10-18,Employee Commuting,Passenger Car,5.6,vehicle-mile,Commute,California,California
3462,E1095,2025-10-18,Employee Commuting,Passenger Car,17.5,vehicle-mile,Commute,Texas,Texas
894,E1033,2025-10-18,Employee Commuting,Passenger Car,4.5,vehicle-mile,Commute,Massachusetts,Massachusetts
1211,E1009,2025-10-18,Employee Commuting,Bus,10.4,passenger-mile,Commute,New York,New York
3198,E1054,2025-10-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1288.3,passenger-mile,Conference,Texas,Georgia
601,E1021,2025-10-18,Employee Commuting,Passenger Car,27.2,vehicle-mile,Commute,Illinois,Illinois
3266,E1079,2025-10-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",434.4,passenger-mile,Site Visit,Texas,Texas
2904,E1006,2025-10-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1246.8,passenger-mile,Site Visit,Other,Massachusetts
4142,E1097,2025-10-19,Employee Commuting,Passenger Car,6.9,vehicle-mile,Commute,Other,Other
4775,E1092,2025-10-19,Employee Commuting,Commuter Rail,18.3,passenger-mile,Commute,Other,Other
2828,E1010,2025-10-19,Employee Commuting,Passenger Car,11.5,vehicle-mile,Commute,California,California
2727,E1048,2025-10-19,Employee Commuting,Passenger Car,36.4,vehicle-mile,Commute,Other,Other
4763,E1097,2025-10-19,Employee Commuting,Passenger Car,37.4,vehicle-mile,Commute,Colorado,Colorado
2922,E1066,2025-10-19,Employee Commuting,Passenger Car,17.6,vehicle-mile,Commute,Washington,Washington
1610,E1062,2025-10-19,Employee Commuting,Light-Duty Truck,38.0,vehicle-mile,Commute,Other,Other
1829,E1029,2025-10-19,Employee Commuting,Passenger Car,21.5,vehicle-mile,Commute,Georgia,Georgia
3347,E1070,2025-10-19,Employee Commuting,Passenger Car,13.1,vehicle-mile,Commute,Other,Other
1113,E1062,2025-10-19,Employee Commuting,Passenger Car,38.0,vehicle-mile,Commute,Other,Other
169,E1046,2025-10-19,Employee Commuting,Commuter Rail,6.1,passenger-mile,Commute,California,California
2351,E1019,2025-10-19,Business Travel,"Transit Rail (i.e. Subway, Tram)",10.7,passenger-mile,Client Meeting,New York,Washington
930,E1033,2025-10-19,Employee Commuting,Light-Duty Truck,32.3,vehicle-mile,Commute,California,California
1286,E1007,2025-10-19,Employee Commuting,Bus,8.3,passenger-mile,Commute,Other,Other
3326,E1049,2025-10-19,Employee Commuting,Bus,5.1,passenger-mile,Commute,Other,Other
4911,E1060,2025-10-19,Employee Commuting,Passenger Car,39.6,vehicle-mile,Commute,California,California
3954,E1061,2025-10-19,Employee Commuting,Passenger Car,38.0,vehicle-mile,Commute,New York,New York
2671,E1026,2025-10-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",6.6,passenger-mile,Commute,New York,New York
2697,E1038,2025-10-19,Business Travel,"Transit Rail (i.e. Subway, Tram)",58.0,passenger-mile,Conference,Washington,Illinois
3884,E1089,2025-10-19,Employee Commuting,Light-Duty Truck,31.7,vehicle-mile,Commute,California,California
1347,E1040,2025-10-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",12.5,passenger-mile,Commute,Massachusetts,Massachusetts
1416,E1057,2025-10-19,Employee Commuting,Passenger Car,6.9,vehicle-mile,Commute,California,California
755,E1004,2025-10-19,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",36.9,passenger-mile,Commute,California,California
3777,E1037,2025-10-20,Employee Commuting,Passenger Car,26.0,vehicle-mile,Commute,Georgia,Georgia
1184,E1006,2025-10-20,Business Travel,Intercity Rail - Other Routes,518.7,passenger-mile,Client Meeting,Washington,Florida
4225,E1069,2025-10-20,Employee Commuting,Passenger Car,3.7,vehicle-mile,Commute,California,California
4818,E1025,2025-10-20,Employee Commuting,Passenger Car,14.3,vehicle-mile,Commute,New York,New York
4368,E1073,2025-10-20,Employee Commuting,Bus,4.4,passenger-mile,Commute,Other,Other
4872,E1064,2025-10-20,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1016.0,passenger-mile,Conference,California,Georgia
3396,E1091,2025-10-20,Business Travel,Intercity Rail - Northeast Corridor,378.6,passenger-mile,Off-site Meeting,Other,Georgia
3000,E1099,2025-10-20,Employee Commuting,Passenger Car,16.8,vehicle-mile,Commute,Washington,Washington
4350,E1073,2025-10-20,Employee Commuting,Passenger Car,16.1,vehicle-mile,Commute,Massachusetts,Massachusetts
3096,E1011,2025-10-20,Employee Commuting,Light-Duty Truck,26.5,vehicle-mile,Commute,Texas,Texas
4664,E1015,2025-10-20,Business Travel,Light-Duty Truck,33.5,vehicle-mile,Site Visit,California,Florida
1444,E1024,2025-10-20,Employee Commuting,Motorcycle,16.3,vehicle-mile,Commute,Florida,Florida
1038,E1091,2025-10-20,Employee Commuting,Passenger Car,21.8,vehicle-mile,Commute,California,California
967,E1033,2025-10-20,Employee Commuting,Passenger Car,26.6,vehicle-mile,Commute,Texas,Texas
4920,E1048,2025-10-20,Business Travel,Light-Duty Truck,22.0,vehicle-mile,Off-site Meeting,California,Colorado
15,E1072,2025-10-20,Employee Commuting,Passenger Car,27.7,vehicle-mile,Commute,Texas,Texas
3756,E1096,2025-10-21,Employee Commuting,Passenger Car,24.2,vehicle-mile,Commute,California,California
1358,E1065,2025-10-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",35.9,passenger-mile,Commute,California,California
1638,E1022,2025-10-21,Employee Commuting,Passenger Car,33.7,vehicle-mile,Commute,Massachusetts,Massachusetts
1306,E1023,2025-10-21,Business Travel,Intercity Rail - Northeast Corridor,224.9,passenger-mile,Conference,California,New York
29,E1032,2025-10-21,Employee Commuting,Passenger Car,12.0,vehicle-mile,Commute,Washington,Washington
3314,E1060,2025-10-21,Employee Commuting,Passenger Car,25.6,vehicle-mile,Commute,New York,New York
3573,E1066,2025-10-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",37.7,passenger-mile,Commute,Illinois,Illinois
917,E1091,2025-10-21,Employee Commuting,Motorcycle,3.6,vehicle-mile,Commute,Massachusetts,Massachusetts
3212,E1098,2025-10-21,Business Travel,Intercity Rail - Other Routes,139.8,passenger-mile,Client Meeting,Colorado,Texas
2326,E1007,2025-10-21,Employee Commuting,Passenger Car,13.9,vehicle-mile,Commute,Florida,Florida
1563,E1060,2025-10-21,Employee Commuting,Commuter Rail,7.0,passenger-mile,Commute,California,California
418,E1045,2025-10-21,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",814.8,passenger-mile,Off-site Meeting,Texas,Illinois
573,E1048,2025-10-22,Employee Commuting,Passenger Car,37.5,vehicle-mile,Commute,Other,Other
539,E1002,2025-10-22,Employee Commuting,Bus,25.3,passenger-mile,Commute,California,California
4842,E1072,2025-10-22,Employee Commuting,Passenger Car,13.7,vehicle-mile,Commute,Washington,Washington
1662,E1088,2025-10-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",24.2,passenger-mile,Commute,Colorado,Colorado
630,E1044,2025-10-22,Employee Commuting,Passenger Car,32.6,vehicle-mile,Commute,Colorado,Colorado
3951,E1067,2025-10-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",11.1,passenger-mile,Commute,Other,Other
4925,E1066,2025-10-23,Employee Commuting,Commuter Rail,11.8,passenger-mile,Commute,California,California
613,E1075,2025-10-23,Employee Commuting,Passenger Car,4.2,vehicle-mile,Commute,Washington,Washington
4623,E1058,2025-10-23,Employee Commuting,Passenger Car,13.0,vehicle-mile,Commute,California,California
1156,E1094,2025-10-23,Business Travel,Passenger Car,92.5,vehicle-mile,Site Visit,Texas,California
3273,E1078,2025-10-23,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",33.8,passenger-mile,Commute,Washington,Washington
2527,E1081,2025-10-23,Employee Commuting,Passenger Car,19.0,vehicle-mile,Commute,Washington,Washington
2040,E1076,2025-10-23,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1779.3,passenger-mile,Client Meeting,Colorado,Florida
3315,E1043,2025-10-23,Employee Commuting,Light-Duty Truck,15.3,vehicle-mile,Commute,California,California
2609,E1055,2025-10-23,Employee Commuting,Passenger Car,17.2,vehicle-mile,Commute,Texas,Texas
3423,E1024,2025-10-23,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",771.8,passenger-mile,Off-site Meeting,California,Texas
2845,E1007,2025-10-23,Employee Commuting,Light-Duty Truck,9.5,vehicle-mile,Commute,California,California
1844,E1069,2025-10-23,Employee Commuting,Commuter Rail,29.1,passenger-mile,Commute,Washington,Washington
3586,E1004,2025-10-23,Employee Commuting,Passenger Car,10.1,vehicle-mile,Commute,Massachusetts,Massachusetts
4110,E1077,2025-10-24,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",9.7,passenger-mile,Commute,New York,New York
4231,E1066,2025-10-24,Employee Commuting,Bus,39.2,passenger-mile,Commute,Other,Other
1261,E1018,2025-10-24,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",23.0,passenger-mile,Commute,New York,New York
1744,E1047,2025-10-24,Business Travel,Air Travel - Short Haul (< 300 miles),247.6,passenger-mile,Off-site Meeting,Texas,Illinois
369,E1051,2025-10-24,Employee Commuting,Passenger Car,16.2,vehicle-mile,Commute,California,California
1276,E1033,2025-10-24,Employee Commuting,Passenger Car,26.0,vehicle-mile,Commute,Washington,Washington
2606,E1050,2025-10-24,Business Travel,Air Travel - Short Haul (< 300 miles),200.3,passenger-mile,Client Meeting,Texas,Illinois
3186,E1033,2025-10-24,Employee Commuting,Passenger Car,16.6,vehicle-mile,Commute,Texas,Texas
3816,E1070,2025-10-24,Employee Commuting,Passenger Car,39.7,vehicle-mile,Commute,Florida,Florida
3387,E1033,2025-10-24,Employee Commuting,Passenger Car,13.4,vehicle-mile,Commute,Colorado,Colorado
1357,E1090,2025-10-25,Business Travel,"Transit Rail (i.e. Subway, Tram)",25.4,passenger-mile,Conference,Illinois,Texas
4195,E1059,2025-10-25,Employee Commuting,Passenger Car,18.8,vehicle-mile,Commute,Texas,Texas
1375,E1077,2025-10-25,Business Travel,Air Travel - Short Haul (< 300 miles),281.6,passenger-mile,Off-site Meeting,Washington,Georgia
4514,E1077,2025-10-25,Employee Commuting,Bus,36.2,passenger-mile,Commute,California,California
4780,E1097,2025-10-25,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1674.0,passenger-mile,Conference,California,Washington
1891,E1044,2025-10-25,Business Travel,Air Travel - Short Haul (< 300 miles),163.2,passenger-mile,Off-site Meeting,California,Georgia
3541,E1022,2025-10-25,Business Travel,Air Travel - Long Haul (>= 2300 miles),4190.2,passenger-mile,Conference,Colorado,New York
1629,E1007,2025-10-25,Employee Commuting,Passenger Car,29.2,vehicle-mile,Commute,Texas,Texas
3776,E1060,2025-10-25,Employee Commuting,Light-Duty Truck,25.8,vehicle-mile,Commute,New York,New York
1957,E1079,2025-10-25,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",808.1,passenger-mile,Off-site Meeting,California,Other
3692,E1095,2025-10-25,Business Travel,Passenger Car,100.0,vehicle-mile,Off-site Meeting,Washington,Florida
1119,E1086,2025-10-25,Employee Commuting,Commuter Rail,28.7,passenger-mile,Commute,California,California
706,E1075,2025-10-25,Employee Commuting,Passenger Car,6.0,vehicle-mile,Commute,Texas,Texas
3038,E1016,2025-10-25,Employee Commuting,Passenger Car,4.4,vehicle-mile,Commute,California,California
3747,E1090,2025-10-25,Business Travel,Passenger Car,37.7,vehicle-mile,Conference,California,Illinois
4083,E1068,2025-10-25,Employee Commuting,Passenger Car,12.4,vehicle-mile,Commute,New York,New York
1117,E1031,2025-10-26,Employee Commuting,Passenger Car,9.4,vehicle-mile,Commute,Other,Other
4694,E1091,2025-10-26,Business Travel,Air Travel - Long Haul (>= 2300 miles),4336.6,passenger-mile,Site Visit,California,California
752,E1035,2025-10-26,Employee Commuting,Passenger Car,22.6,vehicle-mile,Commute,California,California
4012,E1098,2025-10-26,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",37.8,passenger-mile,Commute,California,California
550,E1096,2025-10-26,Employee Commuting,Passenger Car,3.6,vehicle-mile,Commute,Other,Other
4730,E1008,2025-10-26,Employee Commuting,Passenger Car,8.7,vehicle-mile,Commute,California,California
2510,E1086,2025-10-26,Employee Commuting,Passenger Car,36.0,vehicle-mile,Commute,Texas,Texas
1040,E1046,2025-10-26,Employee Commuting,Passenger Car,10.7,vehicle-mile,Commute,Massachusetts,Massachusetts
1396,E1037,2025-10-26,Employee Commuting,Passenger Car,36.5,vehicle-mile,Commute,Other,Other
3312,E1086,2025-10-26,Employee Commuting,Light-Duty Truck,25.2,vehicle-mile,Commute,Florida,Florida
1978,E1050,2025-10-26,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1012.6,passenger-mile,Client Meeting,Texas,Colorado
1882,E1033,2025-10-26,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",31.0,passenger-mile,Commute,Washington,Washington
2505,E1071,2025-10-26,Employee Commuting,Passenger Car,22.9,vehicle-mile,Commute,Colorado,Colorado
1021,E1067,2025-10-26,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",19.0,passenger-mile,Commute,Other,Other
2783,E1031,2025-10-27,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.0,passenger-mile,Commute,California,California
3342,E1006,2025-10-27,Employee Commuting,Passenger Car,30.4,vehicle-mile,Commute,Washington,Washington
2918,E1077,2025-10-27,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.3,passenger-mile,Commute,California,California
1122,E1008,2025-10-27,Employee Commuting,Bus,4.8,passenger-mile,Commute,California,California
3958,E1071,2025-10-27,Employee Commuting,Passenger Car,31.1,vehicle-mile,Commute,Other,Other
2580,E1073,2025-10-27,Business Travel,Air Travel - Short Haul (< 300 miles),150.8,passenger-mile,Conference,Washington,Other
432,E1051,2025-10-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",386.5,passenger-mile,Conference,Texas,Colorado
968,E1094,2025-10-27,Employee Commuting,Passenger Car,19.0,vehicle-mile,Commute,New York,New York
1521,E1083,2025-10-27,Employee Commuting,Passenger Car,10.0,vehicle-mile,Commute,California,California
2352,E1065,2025-10-27,Employee Commuting,Light-Duty Truck,35.7,vehicle-mile,Commute,California,California
3786,E1056,2025-10-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1725.3,passenger-mile,Client Meeting,California,Massachusetts
3879,E1008,2025-10-27,Business Travel,Air Travel - Long Haul (>= 2300 miles),4312.4,passenger-mile,Site Visit,Texas,Texas
907,E1016,2025-10-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",331.5,passenger-mile,Off-site Meeting,California,Georgia
4949,E1057,2025-10-27,Employee Commuting,Light-Duty Truck,38.1,vehicle-mile,Commute,Georgia,Georgia
3905,E1073,2025-10-28,Business Travel,Bus,36.1,passenger-mile,Site Visit,Colorado,Massachusetts
4899,E1044,2025-10-28,Business Travel,"Transit Rail (i.e. Subway, Tram)",42.9,passenger-mile,Conference,New York,Florida
1328,E1019,2025-10-28,Employee Commuting,Passenger Car,22.8,vehicle-mile,Commute,Texas,Texas
3538,E1033,2025-10-28,Employee Commuting,Passenger Car,20.2,vehicle-mile,Commute,New York,New York
994,E1001,2025-10-28,Business Travel,Intercity Rail - Northeast Corridor,334.9,passenger-mile,Off-site Meeting,California,Massachusetts
1483,E1027,2025-10-28,Business Travel,Passenger Car,31.8,vehicle-mile,Site Visit,Washington,Washington
410,E1001,2025-10-28,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1371.0,passenger-mile,Client Meeting,Texas,California
353,E1016,2025-10-28,Employee Commuting,Commuter Rail,5.4,passenger-mile,Commute,Florida,Florida
787,E1009,2025-10-28,Employee Commuting,Passenger Car,22.0,vehicle-mile,Commute,Florida,Florida
222,E1094,2025-10-28,Employee Commuting,Light-Duty Truck,13.8,vehicle-mile,Commute,Texas,Texas
4256,E1030,2025-10-28,Business Travel,Passenger Car,98.3,vehicle-mile,Conference,Washington,Texas
2357,E1022,2025-10-28,Business Travel,Intercity Rail - Other Routes,373.9,passenger-mile,Client Meeting,California,California
2743,E1037,2025-10-28,Business Travel,Intercity Rail - National Average,718.6,passenger-mile,Off-site Meeting,New York,Massachusetts
4625,E1032,2025-10-28,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",12.2,passenger-mile,Commute,Other,Other
3247,E1018,2025-10-28,Employee Commuting,Passenger Car,28.2,vehicle-mile,Commute,California,California
2775,E1063,2025-10-28,Employee Commuting,Light-Duty Truck,30.1,vehicle-mile,Commute,California,California
2762,E1008,2025-10-28,Employee Commuting,Light-Duty Truck,24.1,vehicle-mile,Commute,Texas,Texas
1792,E1020,2025-10-28,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.5,passenger-mile,Commute,New York,New York
2409,E1078,2025-10-28,Business Travel,Air Travel - Short Haul (< 300 miles),257.0,passenger-mile,Conference,California,Other
1220,E1033,2025-10-28,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",489.7,passenger-mile,Site Visit,Other,California
1364,E1025,2025-10-29,Employee Commuting,Passenger Car,17.8,vehicle-mile,Commute,Washington,Washington
44,E1030,2025-10-29,Business Travel,"Transit Rail (i.e. Subway, Tram)",95.8,passenger-mile,Client Meeting,Other,California
265,E1037,2025-10-29,Employee Commuting,Passenger Car,23.3,vehicle-mile,Commute,California,California
2126,E1022,2025-10-29,Employee Commuting,Passenger Car,32.7,vehicle-mile,Commute,Other,Other
2002,E1099,2025-10-29,Employee Commuting,Motorcycle,12.6,vehicle-mile,Commute,Florida,Florida
4168,E1100,2025-10-29,Employee Commuting,Commuter Rail,10.1,passenger-mile,Commute,Texas,Texas
1284,E1051,2025-10-29,Employee Commuting,Commuter Rail,10.0,passenger-mile,Commute,California,California
3075,E1058,2025-10-29,Employee Commuting,Passenger Car,34.5,vehicle-mile,Commute,New York,New York
2408,E1100,2025-10-29,Employee Commuting,Passenger Car,29.7,vehicle-mile,Commute,New York,New York
2998,E1074,2025-10-29,Employee Commuting,Passenger Car,38.4,vehicle-mile,Commute,Illinois,Illinois
2551,E1077,2025-10-30,Employee Commuting,Light-Duty Truck,15.4,vehicle-mile,Commute,Washington,Washington
4047,E1054,2025-10-30,Business Travel,Passenger Car,74.5,vehicle-mile,Conference,Washington,Georgia
3935,E1080,2025-10-30,Business Travel,Intercity Rail - Northeast Corridor,203.7,passenger-mile,Site Visit,California,New York
1361,E1071,2025-10-30,Employee Commuting,Passenger Car,6.8,vehicle-mile,Commute,Washington,Washington
785,E1021,2025-10-30,Employee Commuting,Light-Duty Truck,10.8,vehicle-mile,Commute,New York,New York
1484,E1064,2025-10-30,Business Travel,Passenger Car,79.3,vehicle-mile,Client Meeting,Georgia,Illinois
1653,E1006,2025-10-30,Employee Commuting,Passenger Car,20.6,vehicle-mile,Commute,California,California
286,E1008,2025-10-30,Employee Commuting,Bus,26.5,passenger-mile,Commute,Washington,Washington
3334,E1087,2025-10-30,Employee Commuting,Passenger Car,3.6,vehicle-mile,Commute,Texas,Texas
384,E1001,2025-10-30,Employee Commuting,Light-Duty Truck,28.7,vehicle-mile,Commute,Massachusetts,Massachusetts
3352,E1016,2025-10-30,Employee Commuting,Light-Duty Truck,25.5,vehicle-mile,Commute,Washington,Washington
214,E1022,2025-10-30,Business Travel,Air Travel - Long Haul (>= 2300 miles),3251.1,passenger-mile,Site Visit,California,Colorado
2758,E1019,2025-10-30,Employee Commuting,Bus,11.6,passenger-mile,Commute,California,California
4387,E1057,2025-10-30,Employee Commuting,Passenger Car,38.3,vehicle-mile,Commute,Washington,Washington
4946,E1010,2025-10-30,Employee Commuting,Passenger Car,25.9,vehicle-mile,Commute,California,California
2443,E1034,2025-10-31,Employee Commuting,Light-Duty Truck,9.8,vehicle-mile,Commute,California,California
872,E1033,2025-10-31,Employee Commuting,Passenger Car,7.6,vehicle-mile,Commute,Colorado,Colorado
1532,E1028,2025-10-31,Business Travel,Intercity Rail - Northeast Corridor,345.8,passenger-mile,Site Visit,Other,Florida
2784,E1094,2025-10-31,Employee Commuting,Bus,24.8,passenger-mile,Commute,New York,New York
3782,E1027,2025-10-31,Employee Commuting,Passenger Car,38.0,vehicle-mile,Commute,Colorado,Colorado
2393,E1084,2025-10-31,Business Travel,Intercity Rail - Other Routes,581.8,passenger-mile,Client Meeting,Washington,Florida
2766,E1036,2025-10-31,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",738.9,passenger-mile,Client Meeting,Texas,Massachusetts
4726,E1057,2025-10-31,Employee Commuting,Bus,17.2,passenger-mile,Commute,New York,New York
3174,E1050,2025-10-31,Employee Commuting,Commuter Rail,10.5,passenger-mile,Commute,Other,Other
3001,E1060,2025-10-31,Employee Commuting,Bus,25.9,passenger-mile,Commute,Texas,Texas
2318,E1055,2025-10-31,Employee Commuting,Passenger Car,34.2,vehicle-mile,Commute,Georgia,Georgia
4093,E1070,2025-10-31,Employee Commuting,Passenger Car,5.4,vehicle-mile,Commute,Washington,Washington
264,E1026,2025-10-31,Business Travel,Air Travel - Long Haul (>= 2300 miles),3050.7,passenger-mile,Client Meeting,Other,Colorado
4439,E1091,2025-10-31,Employee Commuting,Commuter Rail,12.2,passenger-mile,Commute,California,California
256,E1076,2025-10-31,Business Travel,Air Travel - Long Haul (>= 2300 miles),2774.5,passenger-mile,Client Meeting,California,Colorado
2955,E1054,2025-10-31,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1066.5,passenger-mile,Conference,California,Colorado
1669,E1075,2025-10-31,Employee Commuting,Light-Duty Truck,31.7,vehicle-mile,Commute,Texas,Texas
2755,E1067,2025-10-31,Employee Commuting,Passenger Car,24.7,vehicle-mile,Commute,California,California
3651,E1015,2025-11-01,Employee Commuting,Passenger Car,36.6,vehicle-mile,Commute,California,California
4236,E1059,2025-11-01,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",27.0,passenger-mile,Commute,California,California
407,E1062,2025-11-01,Employee Commuting,Passenger Car,33.2,vehicle-mile,Commute,Texas,Texas
235,E1035,2025-11-01,Employee Commuting,Passenger Car,34.1,vehicle-mile,Commute,California,California
357,E1057,2025-11-01,Business Travel,Light-Duty Truck,23.8,vehicle-mile,Off-site Meeting,New York,Massachusetts
2021,E1065,2025-11-01,Employee Commuting,Passenger Car,24.3,vehicle-mile,Commute,Texas,Texas
3896,E1100,2025-11-01,Employee Commuting,Passenger Car,20.7,vehicle-mile,Commute,Florida,Florida
713,E1075,2025-11-01,Employee Commuting,Motorcycle,25.0,vehicle-mile,Commute,Massachusetts,Massachusetts
2059,E1040,2025-11-01,Employee Commuting,Passenger Car,12.0,vehicle-mile,Commute,California,California
2954,E1049,2025-11-01,Employee Commuting,Passenger Car,29.2,vehicle-mile,Commute,Texas,Texas
2701,E1004,2025-11-01,Business Travel,Air Travel - Long Haul (>= 2300 miles),4155.5,passenger-mile,Off-site Meeting,Colorado,Florida
4071,E1089,2025-11-01,Employee Commuting,Passenger Car,21.4,vehicle-mile,Commute,California,California
4907,E1035,2025-11-01,Employee Commuting,Commuter Rail,21.1,passenger-mile,Commute,Illinois,Illinois
2709,E1076,2025-11-01,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.0,passenger-mile,Commute,California,California
1751,E1017,2025-11-02,Business Travel,Light-Duty Truck,19.0,vehicle-mile,Client Meeting,New York,Georgia
460,E1093,2025-11-02,Employee Commuting,Motorcycle,5.3,vehicle-mile,Commute,California,California
4416,E1052,2025-11-02,Employee Commuting,Bus,19.7,passenger-mile,Commute,Colorado,Colorado
1965,E1048,2025-11-02,Employee Commuting,Passenger Car,5.4,vehicle-mile,Commute,Colorado,Colorado
929,E1062,2025-11-02,Employee Commuting,Passenger Car,4.0,vehicle-mile,Commute,Texas,Texas
710,E1088,2025-11-02,Employee Commuting,Commuter Rail,3.6,passenger-mile,Commute,Illinois,Illinois
4795,E1090,2025-11-02,Employee Commuting,Motorcycle,29.1,vehicle-mile,Commute,Florida,Florida
2020,E1036,2025-11-02,Business Travel,Bus,6.7,passenger-mile,Off-site Meeting,Illinois,Texas
3852,E1082,2025-11-02,Employee Commuting,Passenger Car,23.2,vehicle-mile,Commute,Washington,Washington
3138,E1064,2025-11-02,Employee Commuting,Passenger Car,6.3,vehicle-mile,Commute,New York,New York
749,E1087,2025-11-02,Business Travel,Light-Duty Truck,19.4,vehicle-mile,Client Meeting,Texas,Other
3659,E1001,2025-11-02,Employee Commuting,Passenger Car,28.3,vehicle-mile,Commute,Other,Other
4676,E1008,2025-11-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",719.7,passenger-mile,Off-site Meeting,Washington,California
2467,E1015,2025-11-02,Employee Commuting,Passenger Car,34.1,vehicle-mile,Commute,Texas,Texas
3123,E1047,2025-11-02,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",12.5,passenger-mile,Commute,California,California
1219,E1003,2025-11-03,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1316.0,passenger-mile,Off-site Meeting,Texas,California
1488,E1001,2025-11-03,Business Travel,Air Travel - Short Haul (< 300 miles),104.4,passenger-mile,Off-site Meeting,Other,New York
1805,E1067,2025-11-03,Employee Commuting,Commuter Rail,3.1,passenger-mile,Commute,Texas,Texas
2450,E1025,2025-11-03,Employee Commuting,Passenger Car,11.2,vehicle-mile,Commute,Other,Other
2044,E1058,2025-11-03,Business Travel,Commuter Rail,72.6,passenger-mile,Off-site Meeting,Illinois,California
3441,E1077,2025-11-03,Employee Commuting,Passenger Car,6.8,vehicle-mile,Commute,Other,Other
1821,E1005,2025-11-03,Business Travel,Air Travel - Short Haul (< 300 miles),110.2,passenger-mile,Site Visit,New York,Other
1322,E1093,2025-11-03,Business Travel,Intercity Rail - Other Routes,522.6,passenger-mile,Conference,California,Illinois
3180,E1033,2025-11-03,Business Travel,Intercity Rail - Other Routes,444.7,passenger-mile,Client Meeting,California,Massachusetts
4616,E1048,2025-11-03,Business Travel,Air Travel - Short Haul (< 300 miles),253.8,passenger-mile,Off-site Meeting,California,Colorado
3045,E1023,2025-11-03,Business Travel,Intercity Rail - Northeast Corridor,349.7,passenger-mile,Conference,California,Colorado
414,E1015,2025-11-03,Employee Commuting,Light-Duty Truck,26.9,vehicle-mile,Commute,Florida,Florida
1426,E1093,2025-11-03,Employee Commuting,Passenger Car,29.0,vehicle-mile,Commute,New York,New York
2178,E1052,2025-11-03,Business Travel,Intercity Rail - Northeast Corridor,210.3,passenger-mile,Off-site Meeting,Colorado,California
2413,E1001,2025-11-03,Employee Commuting,Bus,5.8,passenger-mile,Commute,California,California
1948,E1016,2025-11-03,Employee Commuting,Commuter Rail,10.6,passenger-mile,Commute,Florida,Florida
1784,E1074,2025-11-03,Employee Commuting,Light-Duty Truck,21.3,vehicle-mile,Commute,Texas,Texas
1473,E1059,2025-11-04,Business Travel,Commuter Rail,78.5,passenger-mile,Off-site Meeting,Texas,Other
4414,E1085,2025-11-04,Employee Commuting,Passenger Car,15.4,vehicle-mile,Commute,New York,New York
